user_reponame,1st_el,2nd_el,3rd_el,h1_ct,h2_ct,h3_ct,toc,images,alt_text_ct,code_blocks,internal_links,external_links,live_link,watchers,contributors,rank,type,type2,word_count,forks,stars,topics,about_text,seo_title,meta_desc,title_text,intro_len,good_intro,primary_lang,yr,mo,wk,has_blog
LearningTypeScript/projects,h1,p,p,1,2,2,0,8,8,1,9,9,1,8,17,1,educational,project,461,201,347,3,Hands-on real world projects that will help you exercise your knowledge of TypeScript.,LearningTypeScript/projects: Hands-on real world ...,Learning TypeScript Projects. Hands-on real world projects that will help you exercise your knowledge of TypeScript. Code Style: Prettier ...,Learning TypeScript Projects,86,1,TypeScript,0,6,0,1
linkgod/vanilla,h1,p,h2,1,2,1,0,0,0,0,1,0,0,1,1,1,example,project,55,0,1,3,JavaScript example starter project.,linkgod/vanilla: JavaScript example starter project.,JavaScript example starter project. Contribute to linkgod/vanilla development by creating an account on GitHub.,Vanilla,0,0,JavaScript,6,0,0,0
lit/lit-element-starter-ts,h1,p,p,1,11,0,0,0,0,1,21,5,0,27,12,2,example,project,893,214,532,0,Sample component project using LitElement with TypeScript,-,-,LitElement TypeScript starter,221,1,JavaScript,0,3,0,0
ljlm0402/typescript-express-starter,h1,h4,li,1,11,4,0,2,2,2,2,0,1,30,33,3,template,project,772,443,2900,20,📘 Quick and Easy TypeScript Express Starter,ljlm0402/typescript-express-starter,TypeScript Express Starter is an interactive CLI tool that generates production-ready TypeScript Express projects with your preferred stack configuration.,TypeScript Express Starter,0,0,TypeScript,0,0,1,1
locoslab/vue-typescript-component-example,h1,p,h2,1,7,1,0,0,0,7,0,21,0,6,2,2,example,project,808,9,79,0,[DEPRECATED] Example project for Vue.js and TypeScript using vueify and vue-typescript-component,-,-,❄️ DEPRECATION NOTICE ❄️,197,1,TypeScript,8,0,0,0
loizenai/nodejs-jwt-reactjs-token-authentication,h1,p,p,1,6,0,0,0,0,0,0,4,0,2,1,1,example,project,749,4,4,6,Node React Jwt Token Authentication Example,-,-,Nodejs Reactjs Jwt Token Authentication Example Sourcecode,197,1,JavaScript,6,0,0,0
lokalise/node-service-template,h1,h2,p,1,5,5,0,0,0,16,34,13,0,18,22,3,template,project,1243,19,374,1,Batteries-included starter template for Node.js backend services,lokalise/node-service-template,node-service-template provides a battery-included starter template for building enterprise Node.js webservices. It comes with the following out-of-the-box.,node-service-template,109,1,TypeScript,0,0,1,1
loopbackio/loopback4-example-shopping,h1,p,img,1,12,7,0,3,3,8,11,6,0,29,23,3,example,project,1479,197,366,3,LoopBack 4 Example: Online Shopping APIs,-,-,@loopback/example-shopping,182,1,TypeScript,4,0,0,1
Louis136/starter-backend-nodejs,h1,p,p,1,0,0,0,0,0,0,0,0,0,1,2,1,template,project,36,0,0,0,starter pack to create backend,Louis136/starter-backend-nodejs,starter pack to create backend . Contribute to Louis136/starter-backend-nodejs development by creating an account on GitHub.,starter-backend-nodejs,0,0,JavaScript,5,0,0,0
lquyet/rest-api,h1,p,h2,1,11,8,0,1,0,8,0,10,0,2,1,3,template,project,462,1,10,12,"A boilerplate RESTful API server using Node.js, Express.js, and MongoDB.",-,-,Node.JS REST API Starter Kit,0,0,JavaScript,4,0,0,0
lxieyang/chrome-extension-boilerplate-react,h1,h2,li,1,11,1,0,1,0,6,2,28,0,22,4,3,template,project,744,1167,3950,7,A Chrome Extensions boilerplate using React 18 and Webpack 5.,-,-,Chrome Extension (MV3) Boilerplate with React 18 and Webpack 5,0,0,JavaScript,4,0,0,0
maitraysuthar/rest-api-nodejs-mongodb,h1,img,p,1,12,11,1,1,1,8,0,7,0,21,2,3,template,project,744,419,1200,14,"A boilerplate for REST API Development with Node.js, Express, and MongoDB",-,-,Nodejs Expressjs MongoDB Ready-to-use API Project Structure,86,1,JavaScript,5,0,0,0
managervcf/vanilla-js-single-page-app,h2,p,p,0,3,0,0,0,0,0,1,0,0,2,1,1,example,project,332,8,18,5,Single Page App built with vanilla JavaScript.,managervcf/vanilla-js-single-page-app,VanillaJS Single Page App. The goal of this project is to create a Single Page Application without using any frameworks or libraries. Just pure JavaScript.,VanillaJS Single Page App,0,0,JavaScript,6,0,0,0
mangya/nodejs-rest-api,h1,p,h3,1,4,9,0,0,0,4,0,12,0,1,1,3,template,project,586,0,0,10,"A ready-to-use boilerplate for REST API Development with Node.js, Express, and PostgreSQL",mangya/nodejs-rest-api: A ready-to-use boilerplate ...,A boilerplate for Node.js API. This boilerplate gives the minimal structure of application start with while bundling enough useful features so as to remove ...,NodeJS API boilerplate,330,1,JavaScript,0,2,0,0
martellaj/chrome-extension-react-typescript-boilerplate,h1,blockquote,h2,1,2,0,0,0,0,0,0,0,0,5,4,1,template,project,101,93,518,8,🔨 A boilerplate project to quickly build a Chrome extension using TypeScript and React (built using webpack).,-,-,Chrome Extension (built with TypeScript + React),0,0,JavaScript,5,0,0,0
mathieueveillard/js-kata-starter,h1,p,h2,1,2,0,0,0,0,0,0,1,0,2,2,1,template,project,23,137,16,0,"Starter project for kata (Node, TypeScript, Vitest)",-,-,js-kata-starter,0,0,TypeScript,3,0,0,1
matlus/CSharpCodeSnippets,h1,p,h2,1,13,0,0,0,0,13,0,0,0,1,1,1,educational,code,552,1,1,0,C# Code Snippets for Visual Studio,C# Code Snippets for Visual Studio,Code snippet for declaring a public method that in turn calls out to a virtual/abstract method with the same name with a suffix of Core.,C# Code Snippets for Visual Studio,123,1,Vue,6,0,0,0
MaxLopezSalgado/data_project_template,h1,h2,p,1,6,12,0,0,0,1,0,0,0,1,2,3,template,project,458,2,16,10," This project template is created for individuals who find it useful for their Data Analysis or ML projects. It serves as a beta version, offering a structured architecture and code to perform essential steps. The template is optimized for GitHub compatibility and encourages collaboration among colleagues.",-,-,Project Title,311,1,Jupyter Notebook,3,0,0,0
mdn/todo-vue,h1,p,h2,1,3,5,1,0,0,5,3,3,1,7,7,1,example,project,140,90,140,4,Sample todo app built with the Vue framework,mdn/todo-vue: Sample todo app built with the Vue framework,"Sample todo app built with the Vue framework. For the accompanying documentation, see Understanding client-side JavaScript frameworks: Vue tutorials.",todo-vue,149,1,Vue,0,0,1,1
mebauer/data-analysis-using-python,h1,p,h1,8,0,0,1,0,0,0,8,17,0,8,2,2,example,code,839,46,272,19,Data Analysis Using Python: A Beginner’s Guide Featuring NYC Open Data.,Data Analysis Using Python: A Beginner's Guide Featuring ...,These collection of notebooks serve as references and user guides for how to apply Python to real-world Data Analysis projects. The repository features ...,Data Analysis Using Python: A Beginner’s Guide Featuring NYC Open Data,0,0,Jupyter Notebook,2,0,0,0
MeerUzairWasHere/TypePEN,h1,p,p,1,6,5,0,0,0,8,1,0,1,1,2,3,template,project,496,2,4,6,"A TypeScript-based backend starter with PostgreSQL, Express, and Node.js. Flexible and frontend-agnostic—connect with React, Angular, Vue, or any framework!","TypeScript Backend Starter with PostgreSQL, Express, and ...","A TypeScript-based backend starter with PostgreSQL, Express, and Node.js. Flexible and frontend-agnostic—connect with React, Angular, Vue, or any framework!","TypeScript Backend Starter with PostgreSQL, Express, and Node.js",186,1,TypeScript,0,3,0,1
metachris/typescript-boilerplate,h1,p,li,1,6,0,0,0,0,4,8,30,1,10,6,2,template,project,500,101,604,6,"A modern TypeScript project setup, for Node.js and browsers",TypeScript Boilerplate for 2022,"Aug 6, 2025 — TypeScript project boilerplate with modern tooling, for Node.js programs, libraries and browser modules. Get started quickly and right-footed.",TypeScript Boilerplate for 2022,144,1,TypeScript,4,0,0,1
michael-borck/weatherwise-template,h1,p,h2,1,4,0,0,0,0,0,1,0,0,1,1,1,template,project,288,17,1,16,"Provides starter template for weather data analysis projects using Python, APIs, and Jupyter noteboo",-,-,WeatherWise Template,188,1,Jupyter Notebook,0,0,3,0
microsoft/TypeScriptSamples,h1,p,pre,1,0,0,0,0,0,0,21,0,0,264,35,1,example,project,120,1748,3194,0,Community Driven Samples for TypeScript,microsoft/TypeScriptSamples: Community Driven Samples ...,"Oct 12, 2022 — Most of the samples here will assume that you have TypeScript installed. You can get TypeScript with Visual Studio, NuGet, or with npm.",TypeScript Samples,135,1,TypeScript,7,0,0,1
midnqp/nodejs-backend,p,p,li,0,2,7,0,2,0,6,0,1,0,0,0,1,template,project,892,0,3,0,A production-ready backend app starter for Node.js with best practices to ensure the most productive backend dev experience.,midnqp/nodejs-backend: A production- ...,A production-ready backend app starter for Node.js with best practices to ensure the most productive backend dev experience.,-,0,0,TypeScript,4,0,0,1
mikesparr/typescript-postgres-auth-example,h1,p,h2,8,4,9,0,0,0,0,0,26,0,3,0,3,example,project,2217,28,97,10,Example Express Node API written in Typescript with Postgres and Redis backend and RBAC / ABAC authorization,-,-,"Full-featured Starter API (Typescript, Express, RBAC / ABAC)",337,1,TypeScript,7,0,0,0
mitevpi/awesome-bim,h1,p,h2,1,5,4,0,0,0,0,15,11,1,19,2,1,educational,links,168,22,172,17,"A curated collection of useful BIM (Building Information Modeling) resources, libraries, software and frameworks for AEC research, application development, data analysis, and general computation.",-,-,Awesome BIM,195,1,Markdown,7,0,0,0
mkocik/node-express-ts-rest-api-boilerplate,h1,li,li,1,6,1,1,0,0,6,1,9,0,0,1,3,template,project,363,19,77,0,"RESTful API boilerplate written in typescript, with the usage of express & mongodb",-,-,Scallable & Configurable API in node.js,0,0,TypeScript,6,0,0,0
mkosir/typeorm-express-typescript,h1,p,li,1,5,1,0,1,1,0,6,21,0,7,4,1,template,project,386,149,461,12,"💊 Minimal Express RESTful API boilerplate. Spin it up with single command. TypeScript, TypeORM, Postgres, Docker.",TypeORM / Express / TypeScript RESTful API boilerplate,"Minimal Express RESTful API boilerplate. Spin it up with single command. TypeScript, TypeORM, Postgres, Docker. - mkosir/typeorm-express-typescript.",TypeORM / Express / TypeScript RESTful API boilerplate,0,0,TypeScript,4,0,0,0
mmacneil/AspNetCoreApiStarter,h1,p,h1,6,0,0,0,0,0,0,0,2,1,22,2,1,example,project,168,140,358,5,"An ASP.NET Core (v2.1) Web API project to quickly bootstrap new projects.  Includes Identity, JWT authentication w/ refresh tokens.",-,-,AspNetCoreApiStarter,130,1,C#,8,0,0,1
mmacneil/CleanAspNetCoreWebApi,h1,p,h1,4,0,0,0,0,0,0,0,2,1,27,1,1,template,project,98,160,520,6,Starter project for creating APIs built on ASP.NET Core using clean architecture.,-,-,CleanAspNetCoreWebApi,105,1,C#,8,0,0,1
moleculerjs/moleculer-template-project-typescript,h1,p,h2,1,6,0,0,0,0,2,0,5,0,7,13,2,template,project,299,43,135,2,Typescript project template for Moleculer microservices framework.,-,-,Moleculer template: `project-typescript`,0,0,TypeScript,2,0,0,1
msatyan/NodeFullStack,h2,p,h2,0,2,10,0,0,0,9,5,4,0,2,1,1,template,project,1105,8,1,0,A Simple Nodejs REST API starter kit,msatyan/NodeFullStack: A Simple Nodejs REST API starter ...,REST API based on node.js and Express with middleware concept. Making AJAX request from a web page and Send/Receive data to/from back-end. Examples of ...,Node Full Stack,0,0,JavaScript,5,0,0,0
muneebhashone/typescript-backend-toolkit,h1,p,h2,1,10,3,1,1,1,5,7,0,1,5,7,3,tool,project,682,58,321,19,"Production-ready Express.js/TypeScript framework with auto-generated OpenAPI, Artisan-style CLI, plugin system, JWT/sessions, BullMQ, React Email, Socket.io, Django-style admin, multi-provider storage/cache/email, Zod validation",TypeScript Backend Toolkit,"Developer‑first backend toolkit. Simple for beginners, productive for experts — and structured so tools (including AI agents) can follow it without ...",TypeScript Backend Toolkit,157,1,TypeScript,0,4,0,2
mutoe/vue3-realworld-example-app,h3,li,p,3,2,1,0,8,1,1,0,26,1,11,8,1,example,project,291,509,1064,8,Explore the charm of Vue composition API! Vite?,mutoe/vue3-realworld-example-app,"This codebase was created to demonstrate a fully fledged fullstack application built with Vue3 including CRUD operations, authentication, routing, pagination, ...",What works?,0,0,TypeScript,0,6,0,0
mzubair481/express-boilerplate,h1,p,blockquote,2,8,17,0,1,1,18,2,0,0,2,1,3,template,project,1192,34,135,0,"🚀 A modern, production-ready Express.js starter template built with TypeScript. Features JWT authentication, Prisma ORM, comprehensive testing, Docker support, and monitoring tools. Perfect for building scalable and secure REST APIs.",mzubair481/express-boilerplate,"A production-ready Express.js boilerplate with TypeScript, featuring robust authentication, logging, monitoring, and best practices for building secure and ...",Express TypeScript Boilerplate,173,1,TypeScript,1,0,0,0
NanoSpicer/typescript-backend-starter,h1,h2,li,1,6,6,0,0,0,9,0,0,0,1,1,2,template,project,230,2,0,1,"A NodeJS backend starter using Fastify(Server), Apollo Fastify (for GraphQL), Knex (DB Access), Jest (Tests), ESLint (Linter) and TypeScript",NanoSpicer/typescript-backend-starter,"A NodeJS backend starter using Fastify(Server), Apollo Fastify (for GraphQL), Knex (DB Access), Jest (Tests), ESLint (Linter) and TypeScript.",🎉🎉 typescript-backend-starter 🎉🎉,0,0,TypeScript,5,0,0,0
narekmalk/c-sharp-questions,h1,p,h4,1,0,0,0,21,0,21,0,2,0,1,1,2,educational,code,2532,4,34,5,Tricky C# questions and answers,narekmalk/c-sharp-questions: Tricky C# ...,"Test your C# knowledge before an interview with these questions of type ""what's the output of the following code snippet"". In many cases you'll find answers ...",Tricky C# Questions & Answers,189,1,Markdown,1,0,0,0
navjotts/node-python,h1,p,p,1,0,3,0,0,0,2,0,1,0,2,1,1,template,project,51,18,39,0,Starter code to use nodejs with a python layer as the backend,-,-,Node-Python communication,157,1,JavaScript,8,0,0,1
ndabAP/nuxt-express-example,h1,p,h2,1,5,0,0,0,0,1,0,1,0,1,1,1,example,project,81,9,23,5,NOT MAINTAINED Nuxt.js with Express.js example project,-,-,NOT MAINTAINED Nuxt.js with Express.js example project,81,1,Vue,6,0,0,0
ndabAP/vue-go-example,h1,p,h2,1,6,5,1,0,0,4,0,1,0,9,1,1,template,project,256,52,727,4,Vue.js and Go example project,-,-,Vue.js and Go example project,0,0,JavaScript,3,0,0,0
ndabAP/vue-sails-example,h1,p,h2,1,9,11,0,0,0,3,0,15,0,15,2,2,example,project,527,73,296,5,NOT MAINTAINED Vue.js with Sails.js example project with many features,-,-,NOT MAINTAINED Vue.js with Sails.js example project,304,1,Vue,3,0,0,0
NERSC/timemory,h1,h2,p,1,10,6,0,0,0,8,13,21,1,14,9,3,example,project,2623,39,366,19,"Modular C++ Toolkit for Performance Analysis and Logging. Profiling API and Tools for C, C++, CUDA, Fortran, and Python. The C++ template API is essentially a framework to creating tools: it is designed to provide a unifying interface for recording various performance measurements alongside data logging and interfaces to other tools.",-,-,timemory,0,0,Python,2,0,0,1
nestjs/typescript-starter,h2,p,h2,0,9,0,0,1,1,4,1,16,1,30,48,1,template,project,359,1200,2100,5,Nest framework TypeScript starter ☕,nestjs/typescript-starter: Nest framework ...,Nest framework TypeScript starter repository. Project setup. $ npm install. Compile and run the project. # development $ npm run start # watch mode $ npm run ...,-,0,0,TypeScript,0,1,0,2
NewBieBR/typescript-react-native-starter,h1,p,img,1,6,6,0,4,0,23,0,32,0,7,3,3,template,project,959,57,236,10,A highly scalable foundation with a focus on best pratices and simplicity to start your React Native project in seconds.,-,-,Typescript React Native Starter,120,1,TypeScript,4,0,0,0
nextauthjs/next-auth-typescript-example,h3,p,h2,0,4,5,0,1,1,5,3,10,0,4,22,1,example,project,538,134,230,3,An example project that shows how to use NextAuth with TypeScript,-,-,Overview,0,0,TypeScript,4,0,0,1
ngx-rocket/starter-kit,h1,p,p,6,3,1,0,0,0,3,1,43,0,75,7,3,template,project,583,628,1300,13,📦 Angular 14+ starter kit for enterprise-grade projects,-,-,ngX Starter Kit,167,1,TypeScript,4,0,0,0
nicksp/typescript-node-starter,h1,p,p,1,4,0,0,0,0,7,1,7,0,1,1,2,template,project,138,0,1,9,A minimal boilerplate for TypeScript and Node.js applications,nicksp/typescript-node-starter: A minimal boilerplate for ...,A minimal boilerplate for Node.js web applications written in TypeScript. Includes: Typescript - JavaScript that scales; TypeScript ESLint - source code …,TypeScript Node Starter,0,0,JavaScript,4,0,0,0
NivaldoFarias/typescript-project-template,h3,p,p,0,6,8,1,1,1,11,4,2,0,1,1,3,template,project,982,6,47,7,📜 TypeScript Project Template for Back End Development,NivaldoFarias/typescript-project-template - GitHub,"Use this template for your next Back End project: either use Github's built-in Use this template feature (green button left of the 'About' section), or ...",-,0,0,TypeScript,3,0,0,0
Njabulo240/QuickStart,h1,p,p,1,9,7,0,5,0,5,2,9,0,2,1,3,example,project,856,4,24,9,"Matech QuickStart is an ASP.NET Core / Angular / Admin starter project featuring SOLID architecture, advanced authentication & authorization, user and role management, and essential services for rapid application development.",-,-,Matech QuickStart - ASPNET Core 8 & Angular 17,399,1,C#,2,0,0,0
nmanikiran/rest-api-node-typescript,h1,p,h2,1,9,3,0,3,3,2,0,9,0,6,2,1,example,project,584,50,199,18,This is a simple REST API with node and express with typescript,nmanikiran/rest-api-node-typescript,REST API with Node using Typescript. This is a simple REST API developed using node and express with typescript.,REST API with Node using Typescript,0,0,TypeScript,5,0,0,0
NodeFactoryIo/solidity-node-docker-starter,h1,h2,p,1,3,0,0,1,1,0,0,1,0,6,2,1,template,project,173,15,61,7,"Starter project for developing Ethereum smart contracts with Solidity, Truffle and Node.js as a backend server.",-,-,Solidity-NodeJs-Docker-Starter,0,0,JavaScript,7,0,0,1
nodejsapps/TypeScript-Node-Starter,h1,p,h2,7,9,12,0,0,0,16,1,21,0,1,2,2,template,project,3351,2700,2,0,A starter template for TypeScript and Node with a detailed README describing how to use the two together.,nodejsapps/TypeScript-Node-Starter,The main purpose of this repository is to show a good end-to-end project setup and workflow for writing Node code in TypeScript.,TypeScript Node Starter,0,0,TypeScript,9,0,0,0
NorthwoodsSoftware/GoJS-projects,h1,p,p,1,2,1,0,0,0,0,0,8,0,5,5,1,educational,code,162,34,54,6,Project examples for GoJS,-,-,GoJS Projects,141,1,TypeScript,0,7,0,2
Novianto778/express-typescript-boilerplate,h1,h2,h2,1,6,3,0,0,0,1,0,1,0,1,6,3,template,project,536,2,5,0,-,Novianto778/express-typescript-boilerplate,"This boilerplate merges modern tools and practices in Express.js and TypeScript, enhancing productivity, code quality, and performance.",🚀 Express TypeScript Boilerplate 2024,0,0,TypeScript,2,0,0,0
ntrussell/node-api-template,h1,p,h1,3,0,0,0,0,0,4,0,0,0,1,1,1,template,project,110,0,0,0,NodeJS REST API Boilerplate Template w/ File Upload Methods (Local Storage & S3),ntrussell/node-api-template: NodeJS REST API Boilerplate ...,"NodeJS REST API Boilerplate Template w/ File Upload Methods (Local Storage & S3). Fully functional CRUD REST API routes w/ Mongoose document relationships, ...","NodeJS/Express REST API Boilerplate Template w/ Mongoose, Multer, Multer-S3, AWS-SDK",304,1,JavaScript,4,0,0,0
nya1/rest-api-boilerplate,h1,h1,img,2,2,0,0,0,0,0,5,8,0,1,1,1,template,project,189,0,9,13,Typescript-based REST API boilerplate with full integration tests,nya1/rest-api-boilerplate: Typescript-based ...,"The goal of this project is to provide a simple, easy to use base to build new rest apis. Documentation. Controllers, Middlewares, Services · Configuration ...","Template updated, visit https://github.com/nya1/ts-api-boilerplate",0,0,TypeScript,0,1,0,0
obytes/react-native-template-obytes,h1,p,blockquote,1,11,0,0,1,1,0,1,40,1,56,35,1,template,project,1417,619,4100,15,"📱 A template for your next React Native project: Expo, PNPM, TypeScript, TailwindCSS, Husky, EAS, GitHub Actions, Env Vars, expo-router, react-query, react-hook-form.",-,-,React Native Template Obytes,204,1,TypeScript,0,1,0,1
ohager/signum-xt-wallet-vanilla-demo,h1,p,p,3,0,0,0,0,0,0,0,6,1,1,1,1,template,project,139,0,3,0,"This is a demo/starter on how to use Signum XT Wallet in a plain html,css,javascript project",-,-,signum-xt-wallet-vanilla-demo,92,1,JavaScript,4,0,0,0
oktadev/okta-node-express-typescript-react-example,h1,p,p,1,4,0,0,1,1,3,2,8,1,4,2,3,example,project,381,8,14,4,Node.js API with TypeScript,-,-,"Example App Using Node, TypeScript, and React",184,1,TypeScript,4,0,0,1
oktadev/okta-node-express-typescript-vue-example,h1,p,h2,1,6,0,0,0,0,3,2,3,1,8,2,3,example,project,370,27,68,4,"Example Node.js API using TypeScript, Express, and Vue",-,-,"Example Node.js API using Express, TypeScript, Vue, and PostgreSQL",181,1,TypeScript,4,0,0,1
olegkron/node-ts-api-template,h1,img,p,1,8,2,0,1,1,0,1,10,1,1,2,3,template,project,288,5,27,6,"REST API template made with Node.js, SWC, Express, Typescript and Mongoose with optional Socket.io",olegkron/node-ts-api-template: REST ...,"Quick and easy setup for creating a REST API using Node.js, Express, TypeScript and Mongoose. Features Getting Started Usage",Node.js + Typescript + Mongoose REST API Template 🚀,93,1,TypeScript,0,8,0,1
omermorad/typescript-backend-monorepo-starter,h1,p,h3,1,0,3,0,0,0,1,0,1,0,1,1,1,template,project,230,0,5,8,"Modern Monorepo Boilerplate for Backend including Lerna, TypeScript, Jest, ESLint/TypeScript, Husky and Preconstruct",omermorad/typescript-backend-monorepo-starter: Modern ...,"This is a monorepo boilerplate to quickly start TypeScript backend projects for publishing/deploying packages to a npm registry. Motivation. As mentioned, this ...",TypeScript Lerna Monorepo Starter,128,1,TypeScript,5,0,0,1
one-harsh/vscode-cpp-snippets,h1,p,h2,1,2,0,0,0,0,1,0,0,0,3,10,1,example,code,111,30,68,0,Code snippets for C/C++ for VS Code,-,-,C/C++ Snippets,0,0,Markdown,6,0,0,0
oneananda/C_Sharp_Examples,h1,p,h2,1,36,0,0,0,0,2,1,1,0,1,1,2,example,project,1206,8,15,4,"This repository contains a collection of C# code examples designed to demonstrate various programming concepts and best practices. Each example is structured to provide clear, concise, and practical insights into different aspects of C# programming.",C# Examples Repository,C# Examples Repository. This repository contains a collection of C# code examples designed to demonstrate various programming concepts and best practices.,C# Examples Repository,390,1,C#,0,7,0,1
paulo-2048/api-nodejs-template,h1,p,h2,1,6,0,0,0,0,11,0,1,0,1,1,2,template,project,376,1,1,13,"A generic template, for quickly building Node.JS based API's, and fast deploy in Vercel host",Node.JS API Template - paulo-2048 ...,"Node.JS API Template. A generic template, for quickly building Node.JS based API's, and fast deploy in Vercel host. Features Include. Folder/Files Structure ...",Node.JS API Template,92,1,JavaScript,4,0,0,0
peterlamar/vue-examples,h1,p,p,1,6,0,0,0,0,0,23,5,0,1,4,2,example,project,342,30,269,4,Collection of Vue examples for beginner front end developers,Collection of Vue examples for beginner front end developers,Collection of Vue.js reference examples for teaching and learning Vue. These examples assume NO experience of front end by the reader.,vue-examples,348,1,Vue,3,0,0,0
phaserjs/template-react-ts,h1,p,p,1,11,3,0,1,0,9,0,18,0,7,1,3,template,project,1538,59,186,6,A Phaser 3 TypeScript project template that demonstrates React communication and uses Vite for bundling,phaserjs/template-react-ts: A Phaser 3 TypeScript project ...,A Phaser 3 project template that uses the React framework and Vite for bundling. It includes a bridge for React to Phaser game communication.,Phaser React TypeScript Template,242,1,TypeScript,0,10,0,1
pieces-app/example-typescript,h1,p,h2,1,8,0,0,1,0,4,2,13,0,2,21,3,example,project,306,53,49,0,A React example project showing how to get started with Pieces TS SDK.,-,-,Introduction,0,0,TypeScript,2,0,0,1
pirple/Python-Is-Easy,h1,blockquote,h3,1,2,0,0,0,0,0,0,2,0,40,1,1,educational,code,101,236,151,0,"Code snippets and challenges for the ""Python Is Easy"" course, available at Pirple.com",-,-,Python is Easy,194,1,Python,8,0,0,1
pleonova/ab-testing,h1,h2,p,1,6,0,0,0,0,0,0,0,0,1,1,1,example,project,379,22,25,0,Jupyter notebook templates for running and evaluating website ABn tests.,-,-,AB-Testing,112,1,Jupyter Notebook,8,0,0,1
PlusAuth/plusauth-dotnet-starter,h1,p,p,1,5,0,0,0,0,1,1,5,0,1,2,1,template,project,286,1,1,6,ASP.NET Core starter project demonstrating OIDC authentication using ASP.NET Core 3 and Microsoft.AspNetCore.Authentication.OpenIdConnect.,PlusAuth/plusauth-dotnet-starter: ASP.NET Core ...,"This is a very simple ASP.NET Core project demonstrating basic authentication flows such as register, login and logout. To keep things simple we used ASP.",PlusAuth ASP.NET Core 6.0 Starter Project,85,1,C#,5,0,0,1
posquit0/koa-rest-api-boilerplate,h1,p,p,1,7,3,0,1,1,5,3,15,1,12,4,3,template,project,374,82,494,14,"💯 Boilerplate for Node.js Koa RESTful API application with Docker, Swagger, Jest, CodeCov and CircleCI",-,-,Koa REST API Boilerplate,99,1,JavaScript,4,0,0,0
postlight/nodejs-typescript-kit,h1,p,li,1,3,4,0,1,1,9,0,6,0,31,6,2,template,project,307,14,106,7,🛠 Node.js + TypeScript with all the goods: A zero-to-coding starter kit with all the modern tooling baked in.,postlight/nodejs-typescript-kit: 🛠 Node.js ...,Postlight's Node.js + TypeScript Starter Kit is a zero-config codebase that lets you start writing code immediately. It includes: TypeScript (or write just ...,Node.js + TypeScript Starter Kit,129,1,JavaScript,3,0,0,2
prashant1k99/JWT-example,h1,p,h3,1,0,3,0,1,1,3,18,3,0,2,1,2,template,project,458,5,14,0,This Repo is the example setup of the JWT Authentication implementation in Node.Js,-,-,JWT-example,86,1,JavaScript,6,0,0,0
princekf/swagger-express-typescript,h1,h3,pre,1,0,2,0,0,0,1,0,0,0,1,1,1,example,project,78,5,4,0,"Example project to generate API docs using swagger, express as server",-,-,Swagger - Express : Generating API documentaions - Example,0,0,TypeScript,5,0,0,0
prisma/prisma-examples,h1,h3,p,1,9,3,0,0,0,0,60,108,1,43,121,3,example,project,1490,1477,6615,7, 🚀 Ready-to-run Prisma example projects,-,-,Prisma Examples,0,0,TypeScript,0,0,1,1
progrmoiz/python-snippets,p,h2,li,0,4,0,0,1,1,0,19,2,0,24,11,1,educational,code,279,122,565,4,:100: The most useful python snippets,progrmoiz/python-snippets: :100,"Code of conduct Python Snippets. These Snippets can make your life a lot easier than expected, use it wisely.",Snippets TO LEARN,0,0,Python,6,0,0,0
Prolifode/deno_rest,h1,img,p,1,7,5,0,2,2,6,0,7,0,8,6,3,template,project,644,30,161,13,A Boilerplate for deno RESTful apis,-,-,Deno REST - A Deno RESTful API Boilerplate,298,1,TypeScript,1,0,0,0
ps-swarooppadala/driver-codes,h1,-,-,1,0,0,0,0,0,0,0,0,0,1,1,1,educational,code,4,141,2,0,"Driver code snippets for c#, c++, java, javascript, python",-,-,Driver Codes Snippets,0,0,C#,4,0,0,0
Quramy/lerna-yarn-workspaces-example,h1,h2,li,1,5,3,0,1,1,7,1,4,0,12,1,2,example,project,683,91,894,6,How to build TypeScript mono-repo project with yarn and lerna,-,-,How to build TypeScript mono-repo project,0,0,TypeScript,6,0,0,2
Quramy/npm-ts-workspaces-example,h1,p,h2,1,8,0,1,0,0,8,0,3,0,3,5,2,example,project,554,39,331,5,Monorepos example project using npm workspaces and TypeScript project references,-,-,How to build TypeScript mono-repo project,82,1,TypeScript,1,0,0,2
rchl2/ragemp-starter,h1,p,p,0,9,0,0,0,0,1,0,11,0,5,1,2,template,project,828,14,42,5,"⚡️ Ready-to-go backend development starter for RAGE multiplayer. Based on Node, built with Sequelize.",-,-,RAGE Multiplayer backend development boilerplate,0,0,JavaScript,0,0,1,0
remarcmij/mvc-project-starter,h1,-,-,1,0,0,0,0,0,0,0,0,0,1,0,1,example,project,3,0,0,0,Vanilla JavaScript MVC example,-,-,mvc-project-starter,0,0,JavaScript,5,0,0,0
remarcmij/vanilla-starter,h1,p,p,1,6,2,0,4,4,3,11,2,1,2,1,1,template,project,2412,5,10,0,Starter repo for front-end apps using vanilla JS,Starter repo for front-end apps using vanilla JS,Vanilla Starter Project. This repository introduces an Application Architecture for building Single Page Applications (SPAs) using vanilla JavaScript. It provides examples of SPAs that were built this way. This,Vanilla Starter Project,180,1,JavaScript,2,0,0,0
RisingStack/node-typescript-starter,h2,h3,pre,0,1,4,0,0,0,4,0,0,0,12,1,1,template,project,25,150,348,0,-,-,-,Skeleton for Node.js applications written in TypeScript,0,0,TypeScript,9,0,0,1
